1.690183,0.992882
1.857064,0.959304
8.341716,0.883397
7.690855,0.986724
1.468030,0.994724
3.067494,0.074031
0.900566,0.783679
9.791522,-0.358578
8.160670,0.953338
0.466151,0.449451
0.227250,0.225299
4.448063,-0.965269
3.524534,-0.373650
0.299878,0.295404
3.137900,0.003693
4.125454,-0.832642
4.073405,-0.802702
0.353105,0.345813
2.570738,0.540352
9.317480,0.107092
8.678016,0.679266
8.675811,0.680883
1.277914,0.957416
4.764837,-0.998625
5.739787,-0.517048
0.353865,0.346526
6.690575,0.396214
8.471581,0.815271
4.911786,-0.980186
2.901894,0.237410
7.346732,0.874084
3.394422,-0.250144
1.752961,0.983454
2.218178,0.797666
1.061646,0.873159
0.716148,0.656484
1.923386,0.938482
5.361424,-0.796667
5.331132,-0.814608
0.287804,0.283847
1.077205,0.880637
6.080148,-0.201645
5.427550,-0.754987
6.720742,0.423728
7.857452,0.999994
0.684928,0.632617
4.629596,-0.996575
1.261287,0.952483
3.470398,-0.322913
8.638633,0.707635
3.489734,-0.341151
9.279304,0.144961
4.728500,-0.999870
7.101694,0.730128
4.748368,-0.999353
5.134270,-0.912320
1.307609,0.965566
2.686038,0.439961
1.913315,0.941912
1.856385,0.959496
9.303036,0.121442
8.076180,0.975415
3.696474,-0.526842
9.608309,-0.182502
2.353334,0.709126
1.679725,0.994073
9.356403,0.068322
2.095084,0.865681
5.438850,-0.747530
3.039750,0.101667
7.054463,0.697052
5.163086,-0.900144
0.024875,0.024873
9.212909,0.210287
9.438408,-0.013629
8.551671,0.766329
8.230680,0.929884
0.451828,0.436611
4.693668,-0.999825
2.484669,0.610683
1.788864,0.976317
3.429409,-0.283859
8.934840,0.470571
3.242458,-0.100694
4.150801,-0.846411
0.924487,0.798312
7.465745,0.925578
9.716345,-0.287453
0.489401,0.470097
3.537873,-0.385990
9.640489,-0.214042
8.165845,0.951763
2.568769,0.542007
9.616043,-0.190101
2.769258,0.363791
4.218882,-0.880677
9.465233,-0.040444
0.610128,0.572972
0.910775,0.789979
9.252736,0.171195
5.556620,-0.664306
1.739880,0.985739
8.551854,0.766211
1.136649,0.907229
4.533892,-0.984112
2.201017,0.807897
6.209733,-0.073387
1.935119,0.934365
7.629615,0.974935
0.060486,0.060449
8.711597,0.654242
2.437429,0.647397
3.495874,-0.346917
1.421713,0.988908
1.274942,0.956553
4.690444,-0.999759
9.733832,-0.304158
6.534892,0.249057
9.550847,-0.125735
4.463050,-0.969076
2.587759,0.525951
1.836343,0.964949
2.888027,0.250857
8.071083,0.976526
4.791172,-0.996898
2.753864,0.378087
3.628390,-0.467798
9.164293,0.257549
4.176516,-0.859823
8.256956,0.919899
9.100388,0.318730
3.167758,-0.026162
7.960486,0.994334
7.626133,0.974155
1.310298,0.966262
9.877608,-0.437512
1.326491,0.970306
3.188570,-0.046960
0.704295,0.647497
8.992353,0.419074
7.873916,0.999801
2.031501,0.895739
8.978105,0.431967
8.875350,0.522200
5.186269,-0.889804
9.300947,0.123515
1.665993,0.995472
6.925230,0.598834
5.647625,-0.593629
4.197148,-0.870174
2.550800,0.557019
6.578548,0.291087
7.188509,0.786625
2.890801,0.248171
9.778580,-0.346467
1.858784,0.958817
7.987416,0.991111
4.258877,-0.898914
5.645350,-0.595458
9.291324,0.133059
0.046410,0.046393
6.321940,0.038745
5.155101,-0.903593
